AHNS STATE MESSAGES LOG FOR logs/Filtered_States_Tuesday-28-09-2010-165248.log
TIME, F_PHI, F_PHI_DOT, F_THETA, F_THETA_DOT, F_PSI, F_PSI_DOT, F_X, F_X_DOT, F_AX, F_Y, F_Y_DOT, F_AY, F_Z, F_Z_DOT, F_AZ, VOLTAGE
0.649811,-0.0266821,0.00257317,-0.0392372,-0.00397136,1.74166,-0.0204261,0,0,0,0,0,0,0,0,0,11.967
0.661316,-0.0266822,0.00231546,-0.0393318,-0.00445455,1.74171,-0.020725,0,0,0,0,0,0,0,0,0,11.962
0.672699,-0.0266403,0.00247042,-0.0393908,-0.00455418,1.74195,-0.0227366,0,0,0,0,0,0,0,0,0,11.964
0.684266,-0.0266377,0.00224742,-0.0394466,-0.00460874,1.74183,-0.0212525,0,0,0,0,0,0,0,0,0,11.964
0.69632,-0.0269015,-0.000560747,-0.0397749,-0.00650446,1.74152,-0.0180368,0,0,0,0,0,0,0,0,0,11.964
0.707825,-0.0269024,-0.000513585,-0.0396595,-0.00477021,1.74136,-0.0165054,0,0,0,0,0,0,0,0,0,11.972
0.719239,-0.0270647,-0.00197757,-0.0400345,-0.00779502,1.74126,-0.0156444,0,0,0,0,0,0,0,0,0,11.964
0.730957,-0.0271144,-0.00223788,-0.0399858,-0.00656575,1.74125,-0.0156319,0,0,0,0,0,0,0,0,0,11.962
0.74234,-0.0270549,-0.0014639,-0.0398852,-0.00497762,1.74114,-0.0147494,0,0,0,0,0,0,0,0,0,11.967
0.753846,-0.0271769,-0.0024402,-0.0399325,-0.00491562,1.74076,-0.0113686,0,0,0,0,0,0,0,0,0,11.967
0.765412,-0.0273856,-0.00413348,-0.0399086,-0.00420201,1.74073,-0.0114569,0,0,0,0,0,0,0,0,0,11.967
0.776917,-0.0275081,-0.00485385,-0.0396683,-0.0015578,1.74075,-0.012081,0,0,0,0,0,0,0,0,0,11.967
0.788422,-0.0275107,-0.00439345,-0.0397134,-0.00182426,1.74072,-0.0121526,0,0,0,0,0,0,0,0,0,11.967
